,ano,mes,valor,substancia,uf
555,2020,10,1411.250400000000000000,FERRO,SC
556,2020,2,106537.984000000000000000,FERRO,MA
557,2020,8,71509.234000000000000000,FERRO,MG
558,2020,8,4649.921400000000000000,FERRO,MG
559,2020,6,519.251040000000000000,FERRO,RJ
560,2020,9,103241.516000000000000000,FERRO,RJ
561,2020,11,740.616760000000000000,FERRO,MG
562,2020,3,114952.520000000000000000,FERRO,MG
563,2020,11,142032.140000000000000000,FERRO,RJ
564,2020,8,23798.273000000000000000,FERRO,MG
565,2020,3,42474.574000000000000000,FERRO,ES
566,2020,12,22.489752000000000000,FERRO,CE
567,2020,10,16013.176000000000000000,FERRO,MG
568,2020,6,4207.520500000000000000,FERRO,MG
569,2020,1,29352.350000000000000000,FERRO,RJ
570,2020,1,1489906.100000000000000000,FERRO,MG
571,2020,11,38.346977000000000000,FERRO,MG
572,2020,10,65072752.000000000000000000,FERRO,PA
573,2020,6,15488.028000000000000000,FERRO,MG
574,2020,10,1436667.000000000000000000,FERRO,ES
575,2020,3,108331.700000000000000000,FERRO,MA
576,2020,1,81732.830000000000000000,FERRO,MA
577,2020,3,88553.540000000000000000,FERRO,RJ
578,2020,3,141456.620000000000000000,FERRO,MG
579,2020,11,2.274411000000000000,FERRO,CE
580,2020,11,6.865521000000000000,FERRO,PA
581,2020,4,45097.703000000000000000,FERRO,MG
582,2020,10,120923.720000000000000000,FERRO,MG
583,2020,6,8.210540000000000000,FERRO,MG
584,2020,1,1062.411500000000000000,FERRO,MG
585,2020,10,30485.838000000000000000,FERRO,MG
586,2020,11,37367.547000000000000000,FERRO,MG
587,2020,3,22012.150000000000000000,FERRO,MG
588,2020,10,9719.544000000000000000,FERRO,MG
589,2020,7,67876.570000000000000000,FERRO,RJ
590,2020,12,28550.682000000000000000,FERRO,MG
591,2020,12,82538.290000000000000000,FERRO,MG
592,2020,3,114417.960000000000000000,FERRO,RJ
593,2020,9,7.145253000000000000,FERRO,CE
594,2020,6,40894.105000000000000000,FERRO,RJ
595,2020,3,751074.000000000000000000,FERRO,MG
596,2020,2,204242.190000000000000000,FERRO,MA
597,2020,11,28278.404000000000000000,FERRO,MG
598,2020,4,277.882780000000000000,FERRO,PB
599,2020,2,43734.164000000000000000,FERRO,MG
600,2020,2,90031.500000000000000000,FERRO,MG
601,2020,12,1969610.000000000000000000,FERRO,BA
602,2020,10,99530.950000000000000000,FERRO,MA
603,2020,3,360174.600000000000000000,FERRO,PA
604,2020,2,64858.992000000000000000,FERRO,MG
605,2020,9,12091.727000000000000000,FERRO,MG
606,2020,1,10914.502000000000000000,FERRO,MS
607,2020,9,366971.120000000000000000,FERRO,MA
608,2020,6,11496.220000000000000000,FERRO,RN
609,2020,8,323515.380000000000000000,FERRO,RJ
610,2020,5,1298.563500000000000000,FERRO,MG
611,2020,9,112983.840000000000000000,FERRO,MA
612,2020,3,89066.070000000000000000,FERRO,MG
613,2020,6,9147.495000000000000000,FERRO,MG
614,2020,4,1746896.600000000000000000,FERRO,MG
615,2020,12,2970429.200000000000000000,FERRO,RJ
616,2020,1,55109.240000000000000000,FERRO,CE
617,2020,4,17835.377000000000000000,FERRO,MG
618,2020,7,1.229918000000000000,FERRO,CE
619,2020,5,22013.248000000000000000,FERRO,MG
620,2020,9,8.958802000000000000,FERRO,CE
621,2020,11,319.170070000000000000,FERRO,MG
622,2020,7,214.050260000000000000,FERRO,PB
623,2020,7,0.341405000000000000,FERRO,SC
624,2020,1,11846.213000000000000000,FERRO,ES
625,2020,10,750843.560000000000000000,FERRO,MG
626,2020,5,261242.280000000000000000,FERRO,MG
627,2020,6,100940.586000000000000000,FERRO,MG
628,2020,10,29.456968000000000000,FERRO,MG
629,2020,2,186663.190000000000000000,FERRO,MG
630,2020,4,136684.050000000000000000,FERRO,RJ
631,2020,7,58.285404000000000000,FERRO,PA
632,2020,11,102899.890000000000000000,FERRO,MG
633,2020,2,11469.437000000000000000,FERRO,ES
634,2020,6,112408.300000000000000000,FERRO,ES
635,2020,3,27193.213000000000000000,FERRO,MG
636,2020,6,58593.930000000000000000,FERRO,MG
637,2020,11,10169746.000000000000000000,FERRO,MG
638,2020,8,2421103.200000000000000000,FERRO,MG
639,2020,6,37102.395000000000000000,FERRO,MG
640,2020,2,15882.450000000000000000,FERRO,MS
641,2020,4,1.315597000000000000,FERRO,RS
642,2020,7,48705.035000000000000000,FERRO,GO
643,2020,2,299848.900000000000000000,FERRO,ES
644,2020,10,786828.100000000000000000,FERRO,MA
645,2020,8,58447.210000000000000000,FERRO,MA
646,2020,4,55598.176000000000000000,FERRO,MG
647,2020,12,212199.550000000000000000,FERRO,ES
648,2020,5,395.769530000000000000,FERRO,ES
649,2020,12,33394518.000000000000000000,FERRO,MG
650,2020,2,53148.492000000000000000,FERRO,MG
651,2020,7,10482733.000000000000000000,FERRO,MG
652,2020,6,3539654.500000000000000000,FERRO,MG
653,2020,2,2804.159000000000000000,FERRO,MS
654,2020,9,351409.400000000000000000,FERRO,MG
655,2020,12,694511.100000000000000000,FERRO,MA
656,2020,12,2537904.500000000000000000,FERRO,MA
657,2020,9,45162.605000000000000000,FERRO,MG
658,2020,12,1407037.000000000000000000,FERRO,MA
659,2020,7,117097.555000000000000000,FERRO,MG
660,2020,2,2922.891600000000000000,FERRO,MG
661,2020,1,104284.550000000000000000,FERRO,MG
662,2020,10,690064.200000000000000000,FERRO,MA
663,2020,7,6.706195000000000000,FERRO,CE
664,2020,7,2692584.200000000000000000,FERRO,MA
665,2020,4,53236.914000000000000000,FERRO,RJ
666,2020,10,51832.760000000000000000,FERRO,MG
667,2020,9,110247.870000000000000000,FERRO,RJ
668,2020,1,2853.500200000000000000,FERRO,MG
669,2020,5,55886.168000000000000000,FERRO,MG
670,2020,9,77612.180000000000000000,FERRO,MG
671,2020,3,2493919.800000000000000000,FERRO,MG
672,2020,6,76648.484000000000000000,FERRO,MG
673,2020,10,201.301880000000000000,FERRO,RJ
674,2020,12,197377.580000000000000000,FERRO,MG
675,2020,4,2455.958000000000000000,FERRO,MG
676,2020,8,642979.300000000000000000,FERRO,MA
677,2020,3,106595.375000000000000000,FERRO,MA
678,2020,1,133032.810000000000000000,FERRO,MG
679,2020,12,82.704230000000000000,FERRO,RS
680,2020,1,25773.307000000000000000,FERRO,MG
681,2020,8,61658.550000000000000000,FERRO,MG
682,2020,7,147064.670000000000000000,FERRO,BA
683,2020,8,136052.220000000000000000,FERRO,MG
684,2020,1,54894.440000000000000000,FERRO,MG
685,2020,10,225023.560000000000000000,FERRO,RJ
686,2020,11,3467071.500000000000000000,FERRO,MG
687,2020,8,0.280801000000000000,FERRO,RN
688,2020,2,1106386.400000000000000000,FERRO,ES
689,2020,11,13.384997000000000000,FERRO,CE
690,2020,6,184.600430000000000000,FERRO,RJ
691,2020,10,258007.600000000000000000,FERRO,MG
692,2020,4,44657.990000000000000000,FERRO,MG
693,2020,6,8275.217000000000000000,FERRO,MG
694,2020,6,787.737000000000000000,FERRO,MG
695,2020,8,42317.570000000000000000,FERRO,RJ
696,2020,10,42346.110000000000000000,FERRO,MS
697,2020,1,66989.640000000000000000,FERRO,MG
698,2020,11,214132.190000000000000000,FERRO,MG
699,2020,8,167923.530000000000000000,FERRO,MG
700,2020,8,980.544700000000000000,FERRO,SC
701,2020,5,193382.080000000000000000,FERRO,MG
702,2020,10,92567.000000000000000000,FERRO,CE
703,2020,12,172507.580000000000000000,FERRO,MG
704,2020,11,20896.658000000000000000,FERRO,MG
705,2020,7,5045.604000000000000000,FERRO,MG
706,2020,2,151029.720000000000000000,FERRO,RJ
707,2020,3,70808.190000000000000000,FERRO,MG
708,2020,7,361172.780000000000000000,FERRO,MA
709,2020,12,1892479.100000000000000000,FERRO,MA
710,2020,1,48656.562000000000000000,FERRO,MG
711,2020,11,14398.122000000000000000,FERRO,MG
712,2020,8,73461.734000000000000000,FERRO,MG
713,2020,2,34190.184000000000000000,FERRO,MG
714,2020,1,53283.957000000000000000,FERRO,RJ
715,2020,4,398667.840000000000000000,FERRO,RJ
716,2020,4,279301.800000000000000000,FERRO,MA
717,2020,9,92123.945000000000000000,FERRO,MG
718,2020,5,261235.580000000000000000,FERRO,MG
719,2020,2,51589.227000000000000000,FERRO,RJ
720,2020,4,105558.510000000000000000,FERRO,RJ
721,2020,7,505579.840000000000000000,FERRO,BA
722,2020,6,291117.780000000000000000,FERRO,MG
723,2020,8,546692.600000000000000000,FERRO,MA
724,2020,7,4.776094000000000000,FERRO,CE
725,2020,5,27617.848000000000000000,FERRO,RJ
726,2020,11,453.067140000000000000,FERRO,MG
727,2020,7,83864.480000000000000000,FERRO,MG
728,2020,7,12965.572000000000000000,FERRO,MG
729,2020,6,9011.876000000000000000,FERRO,MG
730,2020,2,94433.900000000000000000,FERRO,MG
731,2020,7,7328.683600000000000000,FERRO,MG
732,2020,2,1334.986700000000000000,FERRO,MG
733,2020,2,13333.847000000000000000,FERRO,MG
734,2020,8,386378.300000000000000000,FERRO,MA
735,2020,6,9501.483000000000000000,FERRO,ES
736,2020,7,16786.800000000000000000,FERRO,MG
737,2020,8,60022.370000000000000000,FERRO,MG
738,2020,8,79836.984000000000000000,FERRO,MA
739,2020,10,403012.400000000000000000,FERRO,MA
740,2020,5,634176.060000000000000000,FERRO,MG
741,2020,6,449519.800000000000000000,FERRO,MG
742,2020,5,135003.860000000000000000,FERRO,MG
743,2020,10,9.526318000000000000,FERRO,CE
744,2020,11,1.473119000000000000,FERRO,SP
745,2020,5,433606.700000000000000000,FERRO,MA
746,2020,10,0.444558000000000000,FERRO,RS
747,2020,10,411007.660000000000000000,FERRO,SP
748,2020,10,10.281943000000000000,FERRO,CE
749,2020,12,13.406785000000000000,FERRO,MG
750,2020,5,67442.195000000000000000,FERRO,MG
751,2020,6,99770.875000000000000000,FERRO,MG
752,2020,10,77375.390000000000000000,FERRO,ES
753,2020,1,1813782.800000000000000000,FERRO,MG
754,2020,3,16293.608000000000000000,FERRO,MG
755,2020,7,149578.080000000000000000,FERRO,MG
756,2020,11,422402.340000000000000000,FERRO,PE
757,2020,5,1000.556340000000000000,FERRO,MG
758,2020,9,0.422561000000000000,FERRO,SC
759,2020,7,1075.688700000000000000,FERRO,MG
760,2020,10,62902.310000000000000000,FERRO,MG
761,2020,7,181600.970000000000000000,FERRO,MA
762,2020,6,3382166.000000000000000000,FERRO,AP
763,2020,11,43656564.000000000000000000,FERRO,PA
764,2020,10,84531.000000000000000000,FERRO,MG
765,2020,9,24113.550000000000000000,FERRO,MS
766,2020,9,385239.160000000000000000,FERRO,MT
767,2020,7,23986068.000000000000000000,FERRO,PA
768,2020,9,12447.229000000000000000,FERRO,MG
769,2020,8,356473.500000000000000000,FERRO,MA
770,2020,2,57453.710000000000000000,FERRO,MG
771,2020,10,114905.490000000000000000,FERRO,MA
772,2020,8,25702.890000000000000000,FERRO,ES
773,2020,10,22300.230000000000000000,FERRO,RN
774,2020,12,72.517914000000000000,FERRO,MG
775,2020,10,195.476600000000000000,FERRO,RJ
776,2020,12,155491.700000000000000000,FERRO,MG
777,2020,6,1.588720000000000000,FERRO,CE
778,2020,10,513055.000000000000000000,FERRO,MA
779,2020,10,151938.170000000000000000,FERRO,MG
780,2020,4,2185758.500000000000000000,FERRO,MG
781,2020,7,20443.860000000000000000,FERRO,RJ
782,2020,9,30135.270000000000000000,FERRO,MG
783,2020,10,6692.406200000000000000,FERRO,MG
784,2020,7,175416.920000000000000000,FERRO,MA
785,2020,1,883906.900000000000000000,FERRO,MA
786,2020,9,0.352136000000000000,FERRO,RN
787,2020,8,225071.060000000000000000,FERRO,MG
788,2020,8,66993.414000000000000000,FERRO,RJ
789,2020,11,1024290.250000000000000000,FERRO,MA
790,2020,11,475783.030000000000000000,FERRO,MA
791,2020,6,19070.600000000000000000,FERRO,ES
792,2020,10,506114.940000000000000000,FERRO,PB
793,2020,4,0.580260000000000000,FERRO,SP
794,2020,10,113659.805000000000000000,FERRO,MG
795,2020,11,438.055730000000000000,FERRO,MG
796,2020,5,117542.480000000000000000,FERRO,MA
797,2020,10,8161.697800000000000000,FERRO,MG
798,2020,10,17.539871000000000000,FERRO,SP
799,2020,12,310430.160000000000000000,FERRO,ES
800,2020,8,1781097.600000000000000000,FERRO,MG
801,2020,8,9642.219000000000000000,FERRO,MG
802,2020,8,145677.020000000000000000,FERRO,MG
803,2020,2,44177.380000000000000000,FERRO,MG
804,2020,9,2045848.200000000000000000,FERRO,MG
805,2020,9,105362.516000000000000000,FERRO,MG
806,2020,9,369881.160000000000000000,FERRO,RJ
807,2020,8,120.559680000000000000,FERRO,MG
808,2020,1,210951.620000000000000000,FERRO,MA
809,2020,4,619385.100000000000000000,FERRO,MG
810,2020,8,10.952636000000000000,FERRO,MG
811,2020,11,37299.430000000000000000,FERRO,MG
812,2020,4,87276.010000000000000000,FERRO,ES
813,2020,11,977445.700000000000000000,FERRO,MG
814,2020,8,156347.640000000000000000,FERRO,RJ
815,2020,8,103304.960000000000000000,FERRO,MG
816,2020,4,607750.560000000000000000,FERRO,MG
817,2020,5,11769.919000000000000000,FERRO,MG
818,2020,9,2.591319000000000000,FERRO,CE
819,2020,12,602501.200000000000000000,FERRO,MA
820,2020,11,1420063.900000000000000000,FERRO,MT
821,2020,12,888378.300000000000000000,FERRO,MG
822,2020,12,922.842960000000000000,FERRO,MG
823,2020,7,45388588.000000000000000000,FERRO,PA
824,2020,8,135266.270000000000000000,FERRO,MG
825,2020,8,7684.683600000000000000,FERRO,MG
826,2020,7,4711.220000000000000000,FERRO,MG
827,2020,8,5055.522000000000000000,FERRO,MG
828,2020,11,13567666.000000000000000000,FERRO,MG
829,2020,6,286678.500000000000000000,FERRO,MA
830,2020,8,18.372450000000000000,FERRO,MG
831,2020,6,14797.800000000000000000,FERRO,MG
832,2020,1,133968.250000000000000000,FERRO,RJ
833,2020,9,11441.292000000000000000,FERRO,MG
834,2020,5,10279.044000000000000000,FERRO,MS
835,2020,8,351651.500000000000000000,FERRO,PB
836,2020,1,94378.950000000000000000,FERRO,MG
837,2020,10,49.584000000000000000,FERRO,MG
838,2020,1,1142731.800000000000000000,FERRO,ES
839,2020,7,7229168.500000000000000000,FERRO,MG
840,2020,9,742059.700000000000000000,FERRO,MA
841,2020,2,3017.069800000000000000,FERRO,RJ
842,2020,3,1268.611500000000000000,FERRO,MG
843,2020,6,360.427980000000000000,FERRO,MG
844,2020,4,48112.890000000000000000,FERRO,RJ
845,2020,7,11140556.000000000000000000,FERRO,MG
846,2020,1,278531.970000000000000000,FERRO,MA
847,2020,10,348.032200000000000000,FERRO,MG
848,2020,12,530761.800000000000000000,FERRO,MG
849,2020,6,8255.116000000000000000,FERRO,MG
850,2020,8,12805.867000000000000000,FERRO,ES
851,2020,12,282254.200000000000000000,FERRO,MG
852,2020,1,99867.610000000000000000,FERRO,MG
853,2020,6,18455.105000000000000000,FERRO,RJ
854,2020,11,227720.300000000000000000,FERRO,MG
855,2020,9,23382.307000000000000000,FERRO,MG
856,2020,5,1456593.800000000000000000,FERRO,MG
857,2020,4,114013.766000000000000000,FERRO,ES
858,2020,8,12796.875000000000000000,FERRO,MG
859,2020,6,65229.080000000000000000,FERRO,RJ
860,2020,4,118689.484000000000000000,FERRO,MA
861,2020,5,1.238119000000000000,FERRO,SP
862,2020,6,43577.438000000000000000,FERRO,MG
863,2020,4,37120.016000000000000000,FERRO,MG
864,2020,12,579994.060000000000000000,FERRO,RJ
865,2020,8,57.919840000000000000,FERRO,MG
866,2020,12,2391358.800000000000000000,FERRO,MG
867,2020,12,36879.977000000000000000,FERRO,MG
868,2020,3,291.731400000000000000,FERRO,PB
869,2020,5,242012.810000000000000000,FERRO,MA
870,2020,5,98212.950000000000000000,FERRO,MG
871,2020,9,1464347.900000000000000000,FERRO,MA
872,2020,11,628036.100000000000000000,FERRO,ES
873,2020,11,20325226.000000000000000000,FERRO,MG
874,2020,9,127002.300000000000000000,FERRO,ES
875,2020,11,164717.110000000000000000,FERRO,RJ
876,2020,9,8.300416000000000000,FERRO,CE
877,2020,8,57.527040000000000000,FERRO,PA
878,2020,9,207490.100000000000000000,FERRO,MG
879,2020,4,109495.664000000000000000,FERRO,MG
880,2020,3,132507.060000000000000000,FERRO,MG
881,2020,9,4615743.000000000000000000,FERRO,MG
882,2020,11,8540678.000000000000000000,FERRO,AP
883,2020,1,1130264.200000000000000000,FERRO,MA
884,2020,12,707577.600000000000000000,FERRO,MG
885,2020,1,124123.320000000000000000,FERRO,MG
886,2020,6,45297.906000000000000000,FERRO,MA
887,2020,7,198993.580000000000000000,FERRO,MA
888,2020,7,9769.329000000000000000,FERRO,MG
889,2020,1,1378.841600000000000000,FERRO,MG
890,2020,1,30893438.000000000000000000,FERRO,PA
891,2020,7,135985.340000000000000000,FERRO,RJ
892,2020,10,1007.237000000000000000,FERRO,RJ
893,2020,5,158232.560000000000000000,FERRO,RJ
894,2020,6,89.450850000000000000,FERRO,MG
895,2020,6,4.911013000000000000,FERRO,CE
896,2020,2,332403.470000000000000000,FERRO,MA
897,2020,11,95125.734000000000000000,FERRO,MG
898,2020,11,2104.509800000000000000,FERRO,MG
899,2020,10,193668.220000000000000000,FERRO,MG
900,2020,2,16480.510000000000000000,FERRO,MG
901,2020,10,6.784561000000000000,FERRO,CE
902,2020,3,86819.164000000000000000,FERRO,MG
903,2020,9,26562.734000000000000000,FERRO,MG
904,2020,7,3.712630000000000000,FERRO,PA
905,2020,7,153498.380000000000000000,FERRO,ES
906,2020,4,37540976.000000000000000000,FERRO,PA
907,2020,2,814162.750000000000000000,FERRO,MG
908,2020,10,167102.440000000000000000,FERRO,ES
909,2020,5,116896.680000000000000000,FERRO,MG
910,2020,7,1706732.900000000000000000,FERRO,PA
911,2020,3,219473.400000000000000000,FERRO,MA
912,2020,11,1204694.200000000000000000,FERRO,MA
913,2020,12,1097220.200000000000000000,FERRO,MG
914,2020,12,14.195360000000000000,FERRO,CE
915,2020,9,66126160.000000000000000000,FERRO,PA
916,2020,9,170.321470000000000000,FERRO,RJ
917,2020,7,9181.779000000000000000,FERRO,BA
918,2020,11,421696.030000000000000000,FERRO,MG
919,2020,9,84012.410000000000000000,FERRO,RJ
920,2020,11,31472.293000000000000000,FERRO,MG
921,2020,8,5.697790000000000000,FERRO,CE
922,2020,7,80012.530000000000000000,FERRO,MG
923,2020,7,917978.300000000000000000,FERRO,BA
924,2020,10,137052.420000000000000000,FERRO,RJ
925,2020,4,213145.700000000000000000,FERRO,MA
926,2020,7,25201.242000000000000000,FERRO,RJ
927,2020,12,296.134460000000000000,FERRO,MG
928,2020,12,1388004.100000000000000000,FERRO,PB
929,2020,7,11.211842000000000000,FERRO,MG
930,2020,12,311708.400000000000000000,FERRO,MG
931,2020,1,59141.273000000000000000,FERRO,RJ
932,2020,2,1094315.500000000000000000,FERRO,MA
933,2020,2,94382.440000000000000000,FERRO,MS
934,2020,4,103189.140000000000000000,FERRO,MA
935,2020,9,224771.730000000000000000,FERRO,MA
936,2020,9,114037.010000000000000000,FERRO,MG
937,2020,7,15291.948000000000000000,FERRO,MG
938,2020,11,13552.457000000000000000,FERRO,MG
939,2020,2,864156.250000000000000000,FERRO,MG
940,2020,10,113193.700000000000000000,FERRO,ES
941,2020,10,5195.678700000000000000,FERRO,MG
942,2020,11,0.499807000000000000,FERRO,SC
943,2020,7,613838.600000000000000000,FERRO,MG
944,2020,3,8331937.000000000000000000,FERRO,MG
945,2020,1,343323.060000000000000000,FERRO,MA
946,2020,6,133.871030000000000000,FERRO,MG
947,2020,1,188308.160000000000000000,FERRO,MG
948,2020,8,965587.900000000000000000,FERRO,MG
949,2020,8,24030.553000000000000000,FERRO,MG
950,2020,1,394099.160000000000000000,FERRO,MA
951,2020,4,79348.020000000000000000,FERRO,MG
952,2020,9,0.334527000000000000,FERRO,SC
953,2020,9,38454.260000000000000000,FERRO,AL
954,2020,4,171614.380000000000000000,FERRO,MA
955,2020,3,19379.350000000000000000,FERRO,MG
956,2020,11,0.631332000000000000,FERRO,SC
957,2020,12,61157.670000000000000000,FERRO,RN
958,2020,2,28418.780000000000000000,FERRO,RJ
959,2020,12,21512068.000000000000000000,FERRO,MG
960,2020,9,4534209.000000000000000000,FERRO,MG
961,2020,8,7771875.500000000000000000,FERRO,MG
962,2020,11,115524.250000000000000000,FERRO,MG
963,2020,6,133008.140000000000000000,FERRO,MG
964,2020,10,450284.120000000000000000,FERRO,MG
965,2020,9,303.245270000000000000,FERRO,MG
966,2020,9,13.877161000000000000,FERRO,MG
967,2020,6,116004.200000000000000000,FERRO,RJ
968,2020,5,52747.650000000000000000,FERRO,MG
969,2020,6,84797.780000000000000000,FERRO,MG
970,2020,9,23.039782000000000000,FERRO,MG
971,2020,1,294195.160000000000000000,FERRO,RJ
972,2020,9,11364.502000000000000000,FERRO,BA
973,2020,6,260912.480000000000000000,FERRO,PB
974,2020,6,2.520161000000000000,FERRO,MG
975,2020,10,18417.920000000000000000,FERRO,MG
976,2020,9,63380.848000000000000000,FERRO,MG
977,2020,12,32797210.000000000000000000,FERRO,MG
978,2020,11,0.526113000000000000,FERRO,RN
979,2020,7,172.595760000000000000,FERRO,MG
980,2020,9,26223.371000000000000000,FERRO,MG
981,2020,9,950472.060000000000000000,FERRO,MT
982,2020,9,1968630.100000000000000000,FERRO,MA
983,2020,6,56245.680000000000000000,FERRO,RJ
984,2020,9,625767.940000000000000000,FERRO,BA
985,2020,1,134903.270000000000000000,FERRO,ES
986,2020,12,775228.200000000000000000,FERRO,MA
987,2020,8,1101552.400000000000000000,FERRO,MG
988,2020,9,69.727820000000000000,FERRO,MG
989,2020,3,120922.164000000000000000,FERRO,MA
990,2020,10,424509.660000000000000000,FERRO,RJ
991,2020,8,75.025800000000000000,FERRO,MG
992,2020,12,272960.500000000000000000,FERRO,MA
993,2020,8,24873.344000000000000000,FERRO,RJ
994,2020,8,101274.530000000000000000,FERRO,ES
995,2020,5,11001.430000000000000000,FERRO,MG
996,2020,7,651455.500000000000000000,FERRO,MA
997,2020,8,1.213916000000000000,FERRO,CE
998,2020,5,12970.052000000000000000,FERRO,MG
999,2020,1,59952.035000000000000000,FERRO,RJ
1000,2020,8,114288.380000000000000000,FERRO,MG
1001,2020,8,6.019566000000000000,FERRO,CE
1002,2020,9,13971755.000000000000000000,FERRO,MG
1003,2020,11,17506.213000000000000000,FERRO,MG
1004,2020,11,16979.266000000000000000,FERRO,BA
1005,2020,6,62338.620000000000000000,FERRO,MG
1006,2020,9,19430.500000000000000000,FERRO,RN
1007,2020,7,371873.780000000000000000,FERRO,MG
1008,2020,9,210582.800000000000000000,FERRO,MG
1009,2020,12,954.467200000000000000,FERRO,MG
1010,2020,12,3.103394000000000000,FERRO,SP
1011,2020,1,23374.123000000000000000,FERRO,MG
1012,2020,9,67418.250000000000000000,FERRO,ES
1013,2020,5,190104.700000000000000000,FERRO,MA
1014,2020,10,71970.780000000000000000,FERRO,MG
1015,2020,4,76215.190000000000000000,FERRO,ES
1016,2020,6,85394.760000000000000000,FERRO,MG
1017,2020,12,96214.600000000000000000,FERRO,CE
1018,2020,10,304.063750000000000000,FERRO,PB
1019,2020,2,1166982.800000000000000000,FERRO,PA
1020,2020,3,175371.800000000000000000,FERRO,MG
1021,2020,1,5765173.500000000000000000,FERRO,MG
1022,2020,3,25045.710000000000000000,FERRO,RJ
1023,2020,4,864.298000000000000000,FERRO,MG
1024,2020,8,248.799970000000000000,FERRO,RJ
1025,2020,9,832861.300000000000000000,FERRO,MA
1026,2020,9,0.387351000000000000,FERRO,RS
1027,2020,10,15.926712000000000000,FERRO,MG
1028,2020,5,2843.144500000000000000,FERRO,MG
1029,2020,12,447520.060000000000000000,FERRO,MA
1030,2020,12,162566.920000000000000000,FERRO,MG
1031,2020,6,2678.477500000000000000,FERRO,MG
1032,2020,4,27518.078000000000000000,FERRO,MG
1033,2020,10,60466.650000000000000000,FERRO,MG
1034,2020,2,18470.875000000000000000,FERRO,MG
1035,2020,11,466.154820000000000000,FERRO,RJ
1036,2020,10,30096.354000000000000000,FERRO,MG
1037,2020,5,179923.770000000000000000,FERRO,MG
1038,2020,12,2059164.600000000000000000,FERRO,MG
1039,2020,5,172401.170000000000000000,FERRO,MA
1040,2020,4,108225.484000000000000000,FERRO,MG
1041,2020,12,35769.870000000000000000,FERRO,BA
1042,2020,1,162189.840000000000000000,FERRO,MS
1043,2020,2,775994.700000000000000000,FERRO,MG
1044,2020,1,117870.080000000000000000,FERRO,MG
1045,2020,8,30664.309000000000000000,FERRO,AL
1046,2020,8,143987.120000000000000000,FERRO,MG
1047,2020,11,45671.210000000000000000,FERRO,CE
1048,2020,2,21968.955000000000000000,FERRO,MG
1049,2020,2,130313.300000000000000000,FERRO,MG
1050,2020,5,17966.924000000000000000,FERRO,MG
1051,2020,12,324953.600000000000000000,FERRO,RJ
1052,2020,5,28332396.000000000000000000,FERRO,PA
1053,2020,9,9305.771000000000000000,FERRO,RJ
1054,2020,9,1035.560700000000000000,FERRO,MG
1055,2020,9,69117.760000000000000000,FERRO,RJ
1056,2020,10,409032.840000000000000000,FERRO,CE
1057,2020,12,116132.860000000000000000,FERRO,MS
1058,2020,5,57356.540000000000000000,FERRO,MG
1059,2020,10,5.273882000000000000,FERRO,PA
1060,2020,10,10410.578000000000000000,FERRO,MG
1061,2020,5,127049.010000000000000000,FERRO,ES
1062,2020,11,4216514.500000000000000000,FERRO,MG
1063,2020,6,42.974392000000000000,FERRO,MG
1064,2020,7,137.608690000000000000,FERRO,RJ
1065,2020,11,1547.191400000000000000,FERRO,MG
1066,2020,4,458723.000000000000000000,FERRO,MG
1067,2020,9,76560.910000000000000000,FERRO,MA
1068,2020,5,2934.753400000000000000,FERRO,RJ
1069,2020,6,75547.875000000000000000,FERRO,MG
1070,2020,6,47654.375000000000000000,FERRO,MG
1071,2020,7,106959.164000000000000000,FERRO,MG
1072,2020,6,45389.450000000000000000,FERRO,RJ
1073,2020,3,411661.500000000000000000,FERRO,MG
1074,2020,11,338.052430000000000000,FERRO,MG
1075,2020,6,14971.231000000000000000,FERRO,RJ
1076,2020,2,9389158.000000000000000000,FERRO,MG
1077,2020,2,120839.410000000000000000,FERRO,MA
1078,2020,10,1528.042800000000000000,FERRO,MG
1079,2020,6,16325219.000000000000000000,FERRO,PA
1080,2020,6,166994.450000000000000000,FERRO,MG
1081,2020,11,73808.910000000000000000,FERRO,MG
1082,2020,8,28.322554000000000000,FERRO,MG
1083,2020,3,47067.023000000000000000,FERRO,CE
1084,2020,7,296488.840000000000000000,FERRO,MA
1085,2020,6,41.255054000000000000,FERRO,MG
1086,2020,10,3.081778000000000000,FERRO,CE
1087,2020,10,245.176600000000000000,FERRO,MG
1088,2020,5,11156.510000000000000000,FERRO,ES
1089,2020,3,3635.397700000000000000,FERRO,MG
1090,2020,6,1182.594000000000000000,FERRO,MG
1091,2020,11,658858.750000000000000000,FERRO,PB
1092,2020,12,29289.996000000000000000,FERRO,RJ
1093,2020,6,14696.789000000000000000,FERRO,MG
1094,2020,1,12334933.000000000000000000,FERRO,MG
1095,2020,10,8.663674000000000000,FERRO,CE
1096,2020,7,31068.547000000000000000,FERRO,AL
1097,2020,12,2621438.500000000000000000,FERRO,MA
1098,2020,12,575001.940000000000000000,FERRO,MG
1099,2020,9,609.182500000000000000,FERRO,MG
1100,2020,4,28728.281000000000000000,FERRO,MG
1101,2020,9,132385.840000000000000000,FERRO,MG
1102,2020,3,43284.754000000000000000,FERRO,MG
1103,2020,7,120277.880000000000000000,FERRO,MG
1104,2020,11,10624.871000000000000000,FERRO,MG
1105,2020,8,78971.470000000000000000,FERRO,MG
1106,2020,11,29870.220000000000000000,FERRO,MG
1107,2020,9,54807.656000000000000000,FERRO,MG
