,ano,mes,valor,substancia,uf
1108,2020,4,36747.605000000000000000,FERRO,MG
1109,2020,8,139.865680000000000000,FERRO,RJ
1110,2020,7,58.683388000000000000,FERRO,MG
1111,2020,9,13986.477000000000000000,FERRO,MG
1112,2020,9,4.595211000000000000,FERRO,PA
1113,2020,1,475566.800000000000000000,FERRO,MA
1114,2020,10,568.918900000000000000,FERRO,MG
1115,2020,10,86535.580000000000000000,FERRO,MG
1116,2020,8,341526.880000000000000000,FERRO,MS
1117,2020,9,54.683350000000000000,FERRO,MG
1118,2020,6,46.614410000000000000,FERRO,MG
1119,2020,12,399740.840000000000000000,FERRO,ES
1120,2020,12,18353.710000000000000000,FERRO,MG
1121,2020,12,67499.780000000000000000,FERRO,MG
1122,2020,2,80270.080000000000000000,FERRO,MG
1123,2020,1,2211744.200000000000000000,FERRO,MG
1124,2020,6,0.250012000000000000,FERRO,SC
1125,2020,10,62.759644000000000000,FERRO,MG
1126,2020,9,440984.970000000000000000,FERRO,PB
1127,2020,5,11909551.000000000000000000,FERRO,MG
1128,2020,11,371826.400000000000000000,FERRO,MS
1129,2020,5,1844009.900000000000000000,FERRO,MS
1130,2020,7,330.608120000000000000,FERRO,MS
1131,2020,3,251262.610000000000000000,FERRO,RJ
1132,2020,9,16047.790000000000000000,FERRO,MG
1133,2020,1,45170.850000000000000000,FERRO,MG
1134,2020,8,82773.300000000000000000,FERRO,MG
1135,2020,3,83302.430000000000000000,FERRO,MG
1136,2020,9,79.767830000000000000,FERRO,MG
1137,2020,9,51649.390000000000000000,FERRO,MG
1138,2020,2,445768.840000000000000000,FERRO,MA
1139,2020,8,6.618937000000000000,FERRO,CE
1140,2020,3,11762.110000000000000000,FERRO,MG
1141,2020,10,257968.720000000000000000,FERRO,MA
1142,2020,10,5367091.500000000000000000,FERRO,MG
1143,2020,3,62315.730000000000000000,FERRO,MG
1144,2020,5,68715.414000000000000000,FERRO,MG
1145,2020,11,12.521672000000000000,FERRO,MG
1146,2020,6,0.208344000000000000,FERRO,RN
1147,2020,12,3.951750000000000000,FERRO,CE
1148,2020,10,87346.820000000000000000,FERRO,MG
1149,2020,4,48275.445000000000000000,FERRO,MG
1150,2020,7,0.312954000000000000,FERRO,RS
1151,2020,2,1.272842000000000000,FERRO,SP
1152,2020,9,16059.067000000000000000,FERRO,ES
1153,2020,4,88122.460000000000000000,FERRO,MG
1154,2020,6,7364.508000000000000000,FERRO,MG
1155,2020,5,146909.080000000000000000,FERRO,RJ
1156,2020,4,46820.625000000000000000,FERRO,MA
1157,2020,1,59341.090000000000000000,FERRO,MG
1158,2020,10,126530.590000000000000000,FERRO,RJ
1159,2020,5,88230.670000000000000000,FERRO,ES
1160,2020,2,12100.052000000000000000,FERRO,MG
1161,2020,3,62136.740000000000000000,FERRO,ES
1162,2020,7,163812.690000000000000000,FERRO,MS
1163,2020,2,2762.743000000000000000,FERRO,MG
1164,2020,8,196404.420000000000000000,FERRO,MA
1165,2020,2,54227.160000000000000000,FERRO,MG
1166,2020,9,50061.457000000000000000,FERRO,MG
1167,2020,11,142390.200000000000000000,FERRO,MG
1168,2020,8,1123.236200000000000000,FERRO,MG
1169,2020,6,84236.695000000000000000,FERRO,MG
1170,2020,8,55116.080000000000000000,FERRO,RJ
1171,2020,10,72741.690000000000000000,FERRO,MG
1172,2020,3,58368.977000000000000000,FERRO,MG
1173,2020,1,183059.140000000000000000,FERRO,MA
1174,2020,9,282248.060000000000000000,FERRO,MG
1175,2020,11,283854.530000000000000000,FERRO,ES
1176,2020,5,262315.440000000000000000,FERRO,MA
1177,2020,12,8.451670000000000000,FERRO,CE
1178,2020,1,335603.000000000000000000,FERRO,MG
1179,2020,3,133226.980000000000000000,FERRO,RJ
1180,2020,10,336.500900000000000000,FERRO,MG
1181,2020,7,43522.277000000000000000,FERRO,MG
1182,2020,10,193534.360000000000000000,FERRO,MG
1183,2020,3,180166.980000000000000000,FERRO,MA
1184,2020,5,277066.700000000000000000,FERRO,RJ
1185,2020,3,14537.856000000000000000,FERRO,MG
1186,2020,11,12.401328000000000000,FERRO,CE
1187,2020,10,253243.080000000000000000,FERRO,MA
1188,2020,10,10.668887000000000000,FERRO,RJ
1189,2020,2,56259700.000000000000000000,FERRO,PA
1190,2020,12,672.389040000000000000,FERRO,MG
1191,2020,3,18724.225000000000000000,FERRO,MG
1192,2020,8,38.091774000000000000,FERRO,MG
1193,2020,7,6942.270000000000000000,FERRO,MG
1194,2020,9,159985.190000000000000000,FERRO,MG
1195,2020,4,89518.480000000000000000,FERRO,MA
1196,2020,9,226.264050000000000000,FERRO,MG
1197,2020,1,155148.190000000000000000,FERRO,MG
1198,2020,10,0.383936000000000000,FERRO,SC
1199,2020,11,22756.877000000000000000,FERRO,MG
1200,2020,8,84018.480000000000000000,FERRO,MG
1201,2020,9,601262.500000000000000000,FERRO,MA
1202,2020,3,252901.860000000000000000,FERRO,MG
1203,2020,11,1184.952000000000000000,FERRO,MG
1204,2020,10,523094.530000000000000000,FERRO,MA
1205,2020,11,80482.910000000000000000,FERRO,MG
1206,2020,4,84272.710000000000000000,FERRO,MG
1207,2020,5,119457.120000000000000000,FERRO,MA
1208,2020,6,173.473000000000000000,FERRO,MG
1209,2020,10,2259381.000000000000000000,FERRO,MA
1210,2020,9,4.259488000000000000,FERRO,MG
1211,2020,11,13.888714000000000000,FERRO,RJ
1212,2020,10,210147.400000000000000000,FERRO,ES
1213,2020,10,83149.640000000000000000,FERRO,MG
1214,2020,9,293.197880000000000000,FERRO,MG
1215,2020,12,14248.984000000000000000,FERRO,MG
1216,2020,9,193268.250000000000000000,FERRO,AL
1217,2020,10,0.404142000000000000,FERRO,RN
1218,2020,11,18596.928000000000000000,FERRO,MG
1219,2020,7,62471.380000000000000000,FERRO,MG
1220,2020,1,107281.320000000000000000,FERRO,ES
1221,2020,11,74794.900000000000000000,FERRO,MG
1222,2020,11,112458.680000000000000000,FERRO,MG
1223,2020,6,176297.190000000000000000,FERRO,RJ
1224,2020,10,2215846.200000000000000000,FERRO,MG
1225,2020,4,5357768.500000000000000000,FERRO,MG
1226,2020,5,102015.150000000000000000,FERRO,MG
1227,2020,8,58732.613000000000000000,FERRO,MG
1228,2020,11,170378.310000000000000000,FERRO,MG
1229,2020,6,293.289200000000000000,FERRO,MG
1230,2020,9,405701.120000000000000000,FERRO,RJ
1231,2020,10,847631.800000000000000000,FERRO,PA
1232,2020,2,1.565721000000000000,FERRO,RS
1233,2020,9,358116.700000000000000000,FERRO,SP
1234,2020,1,3018.910000000000000000,FERRO,MG
1235,2020,2,62882.516000000000000000,FERRO,MA
1236,2020,6,210864.700000000000000000,FERRO,CE
1237,2020,6,43365.684000000000000000,FERRO,MA
1238,2020,10,71.306595000000000000,FERRO,MG
1239,2020,3,907.371400000000000000,FERRO,MG
1240,2020,1,3858.420000000000000000,FERRO,MG
1241,2020,1,467545.560000000000000000,FERRO,MG
1242,2020,12,22383.197000000000000000,FERRO,MG
1243,2020,7,136241.420000000000000000,FERRO,MG
1244,2020,12,26655.540000000000000000,FERRO,MG
1245,2020,2,54197.020000000000000000,FERRO,MG
1246,2020,11,4.435428000000000000,FERRO,CE
1247,2020,12,1164204.200000000000000000,FERRO,RJ
1248,2020,8,757928.100000000000000000,FERRO,MT
1249,2020,7,492.179930000000000000,FERRO,MG
1250,2020,12,78577.940000000000000000,FERRO,MG
1251,2020,2,141255.060000000000000000,FERRO,MA
1252,2020,3,47808.508000000000000000,FERRO,MG
1253,2020,8,20177.861000000000000000,FERRO,RJ
1254,2020,8,0.786243000000000000,FERRO,SP
1255,2020,3,110819.140000000000000000,FERRO,RJ
1256,2020,3,754916.400000000000000000,FERRO,MA
1257,2020,11,680962.700000000000000000,FERRO,MA
1258,2020,10,8563594.000000000000000000,FERRO,MG
1259,2020,7,289335.030000000000000000,FERRO,SP
1260,2020,8,349695.880000000000000000,FERRO,MG
1261,2020,1,483021.200000000000000000,FERRO,MA
1262,2020,4,56141.850000000000000000,FERRO,MS
1263,2020,11,239027.730000000000000000,FERRO,MG
1264,2020,5,51698.410000000000000000,FERRO,MG
1265,2020,10,130879.360000000000000000,FERRO,MG
1266,2020,12,230697.080000000000000000,FERRO,MA
1267,2020,7,15698.583000000000000000,FERRO,RN
1268,2020,11,104.177666000000000000,FERRO,MG
1269,2020,6,439045.880000000000000000,FERRO,MA
1270,2020,11,157418.100000000000000000,FERRO,MG
1271,2020,4,20967.223000000000000000,FERRO,MG
1272,2020,6,17829.787000000000000000,FERRO,MG
1273,2020,5,2273022.500000000000000000,FERRO,MA
1274,2020,3,88472.550000000000000000,FERRO,MG
1275,2020,9,76106.500000000000000000,FERRO,MG
1276,2020,3,2061328.800000000000000000,FERRO,MA
1277,2020,11,3388.984400000000000000,FERRO,MG
1278,2020,3,604731.300000000000000000,FERRO,RJ
1279,2020,1,82906.990000000000000000,FERRO,MG
1280,2020,7,182.806660000000000000,FERRO,MG
1281,2020,8,19807.975000000000000000,FERRO,MG
1282,2020,9,2112463.000000000000000000,FERRO,PA
1283,2020,6,1342.060500000000000000,FERRO,MG
1284,2020,4,206580.770000000000000000,FERRO,MG
1285,2020,1,201857.110000000000000000,FERRO,MA
1286,2020,8,64227.406000000000000000,FERRO,MG
1287,2020,1,192795.160000000000000000,FERRO,MG
1288,2020,8,75997.670000000000000000,FERRO,MG
1289,2020,12,172.116320000000000000,FERRO,MG
1290,2020,5,461518.660000000000000000,FERRO,RJ
1291,2020,5,2687.365200000000000000,FERRO,MG
1292,2020,6,8017275.000000000000000000,FERRO,MG
1293,2020,12,243372.560000000000000000,FERRO,MG
1294,2020,3,97940.650000000000000000,FERRO,RJ
1295,2020,10,195803.360000000000000000,FERRO,MG
1296,2020,8,14740.108000000000000000,FERRO,MS
1297,2020,11,197792.610000000000000000,FERRO,MG
1298,2020,7,115028.830000000000000000,FERRO,MG
1299,2020,12,5985120.000000000000000000,FERRO,MG
1300,2020,4,1963476.500000000000000000,FERRO,MA
1301,2020,10,40.763280000000000000,FERRO,MG
1302,2020,10,282675.380000000000000000,FERRO,MA
1303,2020,8,7.143951000000000000,FERRO,CE
1304,2020,10,14285.585000000000000000,FERRO,MG
1305,2020,4,101535.240000000000000000,FERRO,MA
1306,2020,8,10455.702000000000000000,FERRO,MG
1307,2020,2,2323568.200000000000000000,FERRO,MG
1308,2020,4,84349.860000000000000000,FERRO,RJ
1309,2020,9,99033.370000000000000000,FERRO,MG
1310,2020,7,102609.610000000000000000,FERRO,ES
1311,2020,9,18484.684000000000000000,FERRO,MS
1312,2020,5,622353.300000000000000000,FERRO,MS
1313,2020,11,225.882160000000000000,FERRO,MG
1314,2020,6,20710.633000000000000000,FERRO,PB
1315,2020,7,69445.195000000000000000,FERRO,RJ
1316,2020,8,11.065967000000000000,FERRO,MG
1317,2020,9,47.768600000000000000,FERRO,MG
1318,2020,9,196066.160000000000000000,FERRO,RJ
1319,2020,3,1858637.800000000000000000,FERRO,MG
1320,2020,2,276830.530000000000000000,FERRO,MG
1321,2020,8,39920.150000000000000000,FERRO,MG
1322,2020,10,109379.760000000000000000,FERRO,MG
1323,2020,1,140147.880000000000000000,FERRO,ES
1324,2020,4,1640577.200000000000000000,FERRO,MG
1325,2020,8,18.647057000000000000,FERRO,MG
1326,2020,7,44.180595000000000000,FERRO,MG
1327,2020,10,389188.060000000000000000,FERRO,MS
1328,2020,9,80543.730000000000000000,FERRO,MG
1329,2020,12,247.979700000000000000,FERRO,MG
1330,2020,10,9.618757000000000000,FERRO,MG
1331,2020,1,124809.040000000000000000,FERRO,MA
1332,2020,8,588939.400000000000000000,FERRO,PA
1333,2020,7,51440.590000000000000000,FERRO,MG
1334,2020,10,102919.766000000000000000,FERRO,MG
1335,2020,10,699.153930000000000000,FERRO,MG
1336,2020,8,50771.285000000000000000,FERRO,MG
1337,2020,12,98177.610000000000000000,FERRO,RJ
1338,2020,2,284838.100000000000000000,FERRO,RJ
1339,2020,10,44133.652000000000000000,FERRO,AL
1340,2020,7,76805.890000000000000000,FERRO,RJ
1341,2020,8,998204.250000000000000000,FERRO,ES
1342,2020,12,1323070.800000000000000000,FERRO,ES
1343,2020,4,15520.143000000000000000,FERRO,MG
1344,2020,2,150213.610000000000000000,FERRO,MG
1345,2020,7,2.398520000000000000,FERRO,CE
1346,2020,10,1.131602000000000000,FERRO,SP
1347,2020,7,154656.220000000000000000,FERRO,MA
1348,2020,11,39179.332000000000000000,FERRO,MG
1349,2020,3,30159.990000000000000000,FERRO,MG
1350,2020,9,877.619570000000000000,FERRO,RJ
1351,2020,12,50510.562000000000000000,FERRO,MG
1352,2020,7,68739.980000000000000000,FERRO,RJ
1353,2020,8,4558401.000000000000000000,FERRO,AP
1354,2020,8,280015.280000000000000000,FERRO,MA
1355,2020,12,14.463459000000000000,FERRO,PA
1356,2020,12,315124.700000000000000000,FERRO,MA
1357,2020,7,62705.605000000000000000,FERRO,MG
1358,2020,12,375861.900000000000000000,FERRO,RJ
1359,2020,9,30568.492000000000000000,FERRO,CE
1360,2020,2,10378320.000000000000000000,FERRO,MG
1361,2020,11,137638.840000000000000000,FERRO,MG
1362,2020,6,88080.625000000000000000,FERRO,MG
1363,2020,9,253799.340000000000000000,FERRO,MA
1364,2020,8,154116.520000000000000000,FERRO,AL
1365,2020,10,209665.860000000000000000,FERRO,MG
1366,2020,2,75157.530000000000000000,FERRO,MG
1367,2020,5,397163.700000000000000000,FERRO,PA
1368,2020,12,8.156199000000000000,FERRO,CE
1369,2020,6,13.631677000000000000,FERRO,MG
1370,2020,8,152643.950000000000000000,FERRO,MA
1371,2020,11,55126.023000000000000000,FERRO,MS
1372,2020,8,50541.336000000000000000,FERRO,MG
1373,2020,7,11272.717000000000000000,FERRO,MG
1374,2020,9,72.141200000000000000,FERRO,PA
1375,2020,7,0.284499000000000000,FERRO,RN
1376,2020,6,1971804.900000000000000000,FERRO,MA
1377,2020,9,62709.140000000000000000,FERRO,MG
1378,2020,9,184270.810000000000000000,FERRO,RJ
1379,2020,4,719080.100000000000000000,FERRO,MA
1380,2020,4,82697.810000000000000000,FERRO,MG
1381,2020,9,943739.800000000000000000,FERRO,RJ
1382,2020,7,17326.541000000000000000,FERRO,MG
1383,2020,1,2413542.500000000000000000,FERRO,MA
1384,2020,8,113532.164000000000000000,FERRO,MG
1385,2020,11,254909.190000000000000000,FERRO,MG
1386,2020,2,22630.695000000000000000,FERRO,MG
1387,2020,12,3940013.500000000000000000,FERRO,ES
1388,2020,7,85126.070000000000000000,FERRO,MG
1389,2020,7,59506.867000000000000000,FERRO,MG
1390,2020,11,217533.390000000000000000,FERRO,ES
1391,2020,7,0.284499000000000000,FERRO,PR
1392,2020,12,2335639.500000000000000000,FERRO,MA
1393,2020,3,57213.690000000000000000,FERRO,MG
1394,2020,7,60813.630000000000000000,FERRO,MG
1395,2020,4,386885.380000000000000000,FERRO,MA
1396,2020,1,22690.646000000000000000,FERRO,MG
1397,2020,5,31856.360000000000000000,FERRO,MG
1398,2020,5,198669.720000000000000000,FERRO,MA
1399,2020,7,236.884860000000000000,FERRO,MG
1400,2020,11,29030.365000000000000000,FERRO,RN
1401,2020,5,10359692.000000000000000000,FERRO,MG
1402,2020,10,2424456.800000000000000000,FERRO,PA
1403,2020,7,96480.120000000000000000,FERRO,RJ
1404,2020,1,69849.625000000000000000,FERRO,MS
1405,2020,8,22232122.000000000000000000,FERRO,PA
1406,2020,7,12974.684000000000000000,FERRO,ES
1407,2020,2,269673.100000000000000000,FERRO,MA
1408,2020,5,42540.938000000000000000,FERRO,MG
1409,2020,10,163401.330000000000000000,FERRO,MG
1410,2020,4,41230.004000000000000000,FERRO,MG
1411,2020,3,46883.574000000000000000,FERRO,MG
1412,2020,9,9.295946000000000000,FERRO,RJ
1413,2020,1,1.314659000000000000,FERRO,SP
1414,2020,10,0.484973000000000000,FERRO,SC
1415,2020,5,46366540.000000000000000000,FERRO,PA
1416,2020,10,15.763598000000000000,FERRO,MG
1417,2020,10,13877.577000000000000000,FERRO,MG
1418,2020,12,3870.309300000000000000,FERRO,SC
1419,2020,4,126902.625000000000000000,FERRO,RJ
1420,2020,8,241.814710000000000000,FERRO,MG
1421,2020,5,177344.580000000000000000,FERRO,MG
1422,2020,6,26720.836000000000000000,FERRO,MG
1423,2020,6,113256.200000000000000000,FERRO,MA
1424,2020,7,287944.840000000000000000,FERRO,CE
1425,2020,11,1.875822000000000000,FERRO,CE
1426,2020,2,1444095.200000000000000000,FERRO,MG
1427,2020,1,86817.380000000000000000,FERRO,RJ
1428,2020,8,670044.800000000000000000,FERRO,MA
1429,2020,10,96420.370000000000000000,FERRO,RJ
1430,2020,8,1167704.500000000000000000,FERRO,MA
1431,2020,11,53.065506000000000000,FERRO,MG
1432,2020,6,49706.650000000000000000,FERRO,RJ
1433,2020,11,335873.440000000000000000,FERRO,MG
1434,2020,9,9.486488000000000000,FERRO,MG
1435,2020,8,363449.000000000000000000,FERRO,MA
1436,2020,7,115795.016000000000000000,FERRO,MG
1437,2020,11,114617.880000000000000000,FERRO,RJ
1438,2020,6,387075.030000000000000000,FERRO,MG
1439,2020,11,898323.250000000000000000,FERRO,MA
1440,2020,5,24718.133000000000000000,FERRO,MG
1441,2020,3,22416.057000000000000000,FERRO,MG
1442,2020,6,4.227550000000000000,FERRO,CE
1443,2020,8,664142.700000000000000000,FERRO,MA
1444,2020,2,70642.805000000000000000,FERRO,MG
1445,2020,4,58257.742000000000000000,FERRO,MG
1446,2020,5,447878.620000000000000000,FERRO,MA
1447,2020,4,43578556.000000000000000000,FERRO,PA
1448,2020,12,1234889.900000000000000000,FERRO,MG
1449,2020,11,109507.445000000000000000,FERRO,MA
1450,2020,4,81244.770000000000000000,FERRO,MG
1451,2020,8,179238.110000000000000000,FERRO,MA
1452,2020,11,12652.870000000000000000,FERRO,MG
1453,2020,2,2336778.200000000000000000,FERRO,MA
1454,2020,8,15092.981000000000000000,FERRO,MG
1455,2020,7,61489.110000000000000000,FERRO,MG
1456,2020,9,53067.918000000000000000,FERRO,RJ
1457,2020,3,50510.656000000000000000,FERRO,RJ
1458,2020,9,484533.780000000000000000,FERRO,MA
1459,2020,3,393223.530000000000000000,FERRO,MA
1460,2020,9,87.480610000000000000,FERRO,RJ
1461,2020,8,1569830.600000000000000000,FERRO,MA
1462,2020,4,126216.890000000000000000,FERRO,MG
1463,2020,6,10936.619000000000000000,FERRO,MS
1464,2020,7,11300.165000000000000000,FERRO,MG
1465,2020,6,12293.132000000000000000,FERRO,MG
1466,2020,6,4364026.000000000000000000,FERRO,MG
1467,2020,10,218048.280000000000000000,FERRO,ES
1468,2020,6,86144.690000000000000000,FERRO,ES
1469,2020,2,162670.800000000000000000,FERRO,RJ
1470,2020,6,2.718796000000000000,FERRO,PA
1471,2020,11,667893.300000000000000000,FERRO,MA
1472,2020,6,126.393500000000000000,FERRO,MG
1473,2020,6,5.500026000000000000,FERRO,RJ
1474,2020,6,356082.780000000000000000,FERRO,MG
1475,2020,12,1.108352000000000000,FERRO,RN
1476,2020,5,181570.340000000000000000,FERRO,MG
1477,2020,5,103631.250000000000000000,FERRO,MA
1478,2020,8,20911.115000000000000000,FERRO,MG
1479,2020,9,2.685197000000000000,FERRO,CE
1480,2020,11,190774.220000000000000000,FERRO,MG
1481,2020,4,93291.360000000000000000,FERRO,RJ
1482,2020,5,97558.480000000000000000,FERRO,MG
1483,2020,10,89074.880000000000000000,FERRO,MG
1484,2020,8,11153.136000000000000000,FERRO,MG
1485,2020,4,393985.220000000000000000,FERRO,MS
1486,2020,7,148878.860000000000000000,FERRO,RJ
1487,2020,10,249184.140000000000000000,FERRO,MA
1488,2020,2,129707.305000000000000000,FERRO,RJ
1489,2020,6,7154.172000000000000000,FERRO,MG
1490,2020,10,88045.914000000000000000,FERRO,RJ
1491,2020,7,1168915.000000000000000000,FERRO,MG
1492,2020,1,13771.870000000000000000,FERRO,MG
1493,2020,8,134468.770000000000000000,FERRO,MG
1494,2020,4,19015.428000000000000000,FERRO,MG
1495,2020,6,217121.560000000000000000,FERRO,MA
1496,2020,12,712.168100000000000000,FERRO,MG
1497,2020,8,61174.797000000000000000,FERRO,RJ
1498,2020,9,1161106.000000000000000000,FERRO,MG
1499,2020,8,19907.758000000000000000,FERRO,MG
1500,2020,9,175313.900000000000000000,FERRO,RJ
1501,2020,6,22751.790000000000000000,FERRO,AL
1502,2020,8,7.412798000000000000,FERRO,RJ
1503,2020,10,60905.625000000000000000,FERRO,RJ
1504,2020,10,170857.750000000000000000,FERRO,MG
1505,2020,12,17610.703000000000000000,FERRO,RJ
1506,2020,6,3015468.800000000000000000,FERRO,MG
1507,2020,1,123323.590000000000000000,FERRO,MG
1508,2020,9,318449.400000000000000000,FERRO,MA
1509,2020,2,58045.223000000000000000,FERRO,RJ
1510,2020,10,28652.268000000000000000,FERRO,MG
1511,2020,12,83606.440000000000000000,FERRO,MG
1512,2020,11,1604852.100000000000000000,FERRO,MG
1513,2020,1,38287.676000000000000000,FERRO,MG
1514,2020,10,241684.200000000000000000,FERRO,MG
1515,2020,9,3332674.200000000000000000,FERRO,MA
1516,2020,12,231823.580000000000000000,FERRO,MG
1517,2020,10,17481.129000000000000000,FERRO,MG
1518,2020,8,1.001180000000000000,FERRO,CE
1519,2020,7,1.014374000000000000,FERRO,CE
1520,2020,12,6196280.500000000000000000,FERRO,MA
1521,2020,9,85081.060000000000000000,FERRO,RJ
1522,2020,7,181628.330000000000000000,FERRO,MG
1523,2020,8,2213.432100000000000000,FERRO,RJ
1524,2020,11,1103444.400000000000000000,FERRO,PA
1525,2020,10,1.747132000000000000,FERRO,CE
1526,2020,6,227930.000000000000000000,FERRO,MT
1527,2020,8,21181.730000000000000000,FERRO,MG
1528,2020,7,70066.310000000000000000,FERRO,MA
1529,2020,11,115957.380000000000000000,FERRO,MG
1530,2020,9,182684.780000000000000000,FERRO,MG
1531,2020,3,971842.800000000000000000,FERRO,MG
1532,2020,6,436971.380000000000000000,FERRO,PA
1533,2020,9,145598.670000000000000000,FERRO,ES
1534,2020,10,118489.470000000000000000,FERRO,RJ
1535,2020,11,120337.290000000000000000,FERRO,MG
1536,2020,5,155983.890000000000000000,FERRO,MG
1537,2020,3,100669.040000000000000000,FERRO,MG
1538,2020,4,31147.970000000000000000,FERRO,MG
1539,2020,11,45023.950000000000000000,FERRO,MG
1540,2020,10,3185.685300000000000000,FERRO,RJ
1541,2020,11,535048.440000000000000000,FERRO,SP
1542,2020,4,95890.230000000000000000,FERRO,MG
1543,2020,3,10673.749000000000000000,FERRO,MG
1544,2020,10,79325.900000000000000000,FERRO,RJ
1545,2020,5,278874.280000000000000000,FERRO,MG
1546,2020,7,2.169466000000000000,FERRO,CE
1547,2020,9,9636.899000000000000000,FERRO,MG
1548,2020,3,0.609179000000000000,FERRO,SP
1549,2020,7,18.614649000000000000,FERRO,MG
1550,2020,8,175954.720000000000000000,FERRO,MA
1551,2020,3,8797601.000000000000000000,FERRO,MG
1552,2020,11,16345879.000000000000000000,FERRO,MG
1553,2020,9,217117.610000000000000000,FERRO,MA
1554,2020,6,36663.438000000000000000,FERRO,MG
1555,2020,6,32427.412000000000000000,FERRO,MG
1556,2020,8,371109.470000000000000000,FERRO,MG
1557,2020,1,141583.810000000000000000,FERRO,MA
1558,2020,11,107.783390000000000000,FERRO,PA
1559,2020,12,17992472.000000000000000000,FERRO,AP
1560,2020,10,148681.830000000000000000,FERRO,MG
1561,2020,7,1652556.200000000000000000,FERRO,MG
1562,2020,12,503554.780000000000000000,FERRO,MG
1563,2020,9,12010772.000000000000000000,FERRO,MG
1564,2020,7,245.002490000000000000,FERRO,MG
1565,2020,3,1029423.750000000000000000,FERRO,PA
1566,2020,1,72753.875000000000000000,FERRO,ES
1567,2020,4,10167.062000000000000000,FERRO,MG
1568,2020,10,24612.785000000000000000,FERRO,MG
1569,2020,10,109104.695000000000000000,FERRO,RJ
1570,2020,4,45564.340000000000000000,FERRO,MG
1571,2020,12,18.606447000000000000,FERRO,CE
1572,2020,5,91857.400000000000000000,FERRO,MG
1573,2020,9,356396.000000000000000000,FERRO,CE
1574,2020,3,293221.160000000000000000,FERRO,MA
1575,2020,3,1.122808000000000000,FERRO,SP
1576,2020,4,2321.393000000000000000,FERRO,MG
1577,2020,11,39686.363000000000000000,FERRO,MG
1578,2020,3,80013.470000000000000000,FERRO,ES
1579,2020,6,61083.715000000000000000,FERRO,RJ
1580,2020,10,2.974036000000000000,FERRO,CE
1581,2020,5,52718.332000000000000000,FERRO,MG
1582,2020,8,146941.770000000000000000,FERRO,RJ
1583,2020,7,19482.184000000000000000,FERRO,MS
1584,2020,6,12463.239000000000000000,FERRO,MG
1585,2020,12,597990.500000000000000000,FERRO,ES
1586,2020,4,9503.227000000000000000,FERRO,MG
1587,2020,3,167567.140000000000000000,FERRO,MG
1588,2020,11,20.733337000000000000,FERRO,MG
1589,2020,4,374557.000000000000000000,FERRO,MA
1590,2020,10,469.637120000000000000,FERRO,MS
1591,2020,12,270540.750000000000000000,FERRO,RJ
1592,2020,8,179265.120000000000000000,FERRO,MG
1593,2020,5,323334.300000000000000000,FERRO,MA
1594,2020,7,89073.120000000000000000,FERRO,RJ
1595,2020,7,709.059630000000000000,FERRO,RJ
1596,2020,8,50005.703000000000000000,FERRO,MG
1597,2020,9,35004.375000000000000000,FERRO,PB
1598,2020,3,55470.190000000000000000,FERRO,MA
1599,2020,12,496469.160000000000000000,FERRO,RJ
1600,2020,6,0.742842000000000000,FERRO,CE
1601,2020,9,806321.600000000000000000,FERRO,MA
1602,2020,9,1.255515000000000000,FERRO,CE
1603,2020,12,1127175.500000000000000000,FERRO,SP
1604,2020,12,23.759842000000000000,FERRO,CE
1605,2020,6,4.958663000000000000,FERRO,MG
1606,2020,12,227.065050000000000000,FERRO,PA
1607,2020,12,1525074.400000000000000000,FERRO,MA
1608,2020,6,405625.800000000000000000,FERRO,MA
1609,2020,5,2114283.800000000000000000,FERRO,MG
1610,2020,11,110042.170000000000000000,FERRO,MG
1611,2020,7,23977.992000000000000000,FERRO,MG
1612,2020,8,90095.900000000000000000,FERRO,MA
1613,2020,3,51203.098000000000000000,FERRO,RJ
1614,2020,10,86387.290000000000000000,FERRO,MG
1615,2020,6,218843.310000000000000000,FERRO,RJ
1616,2020,4,63408.688000000000000000,FERRO,RJ
1617,2020,12,5079.612000000000000000,FERRO,MG
1618,2020,12,8736.641000000000000000,FERRO,RJ
1619,2020,3,264504.000000000000000000,FERRO,ES
1620,2020,3,72588.750000000000000000,FERRO,RJ
1621,2020,6,9494.811000000000000000,FERRO,MG
1622,2020,3,299970.880000000000000000,FERRO,MS
1623,2020,10,365481.840000000000000000,FERRO,MA
1624,2020,12,44022.560000000000000000,FERRO,MG
1625,2020,5,146115.230000000000000000,FERRO,MG
1626,2020,5,5126.764000000000000000,FERRO,MG
1627,2020,5,125287.450000000000000000,FERRO,MG
1628,2020,11,552625.250000000000000000,FERRO,RJ
1629,2020,4,69142.930000000000000000,FERRO,RJ
1630,2020,3,47835.094000000000000000,FERRO,MG
1631,2020,6,107696.840000000000000000,FERRO,BA
1632,2020,12,468571.940000000000000000,FERRO,MG
1633,2020,10,167120.360000000000000000,FERRO,MG
1634,2020,11,2941254.800000000000000000,FERRO,MA
1635,2020,10,3824883.500000000000000000,FERRO,MA
1636,2020,6,61414.746000000000000000,FERRO,MG
1637,2020,5,0.671738000000000000,FERRO,SP
1638,2020,6,42.682945000000000000,FERRO,PA
1639,2020,11,261929.770000000000000000,FERRO,RJ
1640,2020,9,654220.440000000000000000,FERRO,MG
1641,2020,10,183613.720000000000000000,FERRO,MG
1642,2020,10,10680.159000000000000000,FERRO,RJ
1643,2020,5,68518.040000000000000000,FERRO,ES
